Alt Kategori,Yıl,Ay,Endeks,Ay_Num,Tarih
(Araç Satın Alımı),2021,Ocak,500.92,1,2021-01-01
(Ayakkabı),2021,Ocak,286.21,1,2021-01-01
(Tütün),2021,Ocak,857.65,1,2021-01-01
(Eğlence Ve Kültür),2021,Ocak,322.63,1,2021-01-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2021,Ocak,453.13,1,2021-01-01
(Ulaştırma Hizmetleri),2021,Ocak,511.64,1,2021-01-01
(Ulaştırma),2021,Ocak,520.65,1,2021-01-01
(Düzeyi Belirlenemeyen Eğitim Programları),2021,Ocak,334.78,1,2021-01-01
(Lokanta Ve Oteller),2021,Ocak,748.72,1,2021-01-01
(Paket Turlar),2021,Ocak,714.12,1,2021-01-01
(Gıda),2021,Ocak,634.06,1,2021-01-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2021,Ocak,228.49,1,2021-01-01
(Üniversite Eğitimi),2021,Ocak,353.56,1,2021-01-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2021,Ocak,558.81,1,2021-01-01
(Kişisel Ulaştırma Araçlarının İşletimi),2021,Ocak,482.72,1,2021-01-01
(Sigorta),2021,Ocak,614.25,1,2021-01-01
(Alkollü İçecekler),2021,Ocak,1203.82,1,2021-01-01
(Konutun Bakım Ve Onarımı),2021,Ocak,566.53,1,2021-01-01
(Telefon Ve Telefaks Hizmetleri),2021,Ocak,189.57,1,2021-01-01
(Konaklama Hizmetleri),2021,Ocak,469.72,1,2021-01-01
(Ev Bakım İçin Mal Ve Hizmetler),2021,Ocak,397.92,1,2021-01-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2021,Ocak,477.94,1,2021-01-01
(Ev İçi Tekstil),2021,Ocak,416.86,1,2021-01-01
(Sosyal Hizmetler),2021,Ocak,601.56,1,2021-01-01
(Gerçek Kira),2021,Ocak,580.19,1,2021-01-01
(Ayakta Tedavi Hizmetleri),2021,Ocak,356.27,1,2021-01-01
(Giyim),2021,Ocak,242.31,1,2021-01-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Ocak,550.29,1,2021-01-01
Ölçüm bazında,2021,Ocak,513.3,1,2021-01-01
(Eğlence Ve Kültür Hizmetleri),2021,Ocak,411.24,1,2021-01-01
(Sağlık),2021,Ocak,315.24,1,2021-01-01
(Ev Ve Bahçe Araç Gereçleri),2021,Ocak,482.11,1,2021-01-01
(Telefon Ve Telefaks Ekipmanı),2021,Ocak,41.27,1,2021-01-01
(Orta Öğretim),2021,Ocak,503.21,1,2021-01-01
(Gıda Ve Alkolsüz İçecekler),2021,Ocak,623.16,1,2021-01-01
(Yataklı Tedavi Hizmetleri),2021,Ocak,561.78,1,2021-01-01
(Okul Öncesi Eğitim Ve İlköğretim),2021,Ocak,582.65,1,2021-01-01
(Posta Hizmetleri),2021,Ocak,748.37,1,2021-01-01
(Alkolsüz İçecekler),2021,Ocak,485.16,1,2021-01-01
(Ev Aletleri),2021,Ocak,390.48,1,2021-01-01
(Eğitim),2021,Ocak,437.0,1,2021-01-01
(Haberleşme),2021,Ocak,161.64,1,2021-01-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2021,Ocak,1760.74,1,2021-01-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2021,Ocak,532.73,1,2021-01-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2021,Ocak,533.14,1,2021-01-01
(Alkollü İçecekler Ve Tütün),2021,Ocak,878.17,1,2021-01-01
(Yemek Hizmetleri),2021,Ocak,774.67,1,2021-01-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2021,Ocak,98.29,1,2021-01-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Ocak,568.38,1,2021-01-01
"(Gazete, Kitap Ve Kırtasiye)",2021,Ocak,584.61,1,2021-01-01
(Giyim Ve Ayakkabı),2021,Ocak,252.97,1,2021-01-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2021,Ocak,59.17,1,2021-01-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2021,Ocak,763.31,1,2021-01-01
(Çeşitli Mal Ve Hizmetler),2021,Ocak,752.59,1,2021-01-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2021,Ocak,430.42,1,2021-01-01
(Kişisel Bakım),2021,Ocak,436.57,1,2021-01-01
(Düzeyi Belirlenemeyen Eğitim Programları),2021,Şubat,335.27,2,2021-02-01
(Ulaştırma Hizmetleri),2021,Şubat,513.11,2,2021-02-01
(Ayakta Tedavi Hizmetleri),2021,Şubat,363.42,2,2021-02-01
(Ev Ve Bahçe Araç Gereçleri),2021,Şubat,477.12,2,2021-02-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2021,Şubat,485.43,2,2021-02-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Şubat,553.6,2,2021-02-01
Ölçüm bazında,2021,Şubat,517.96,2,2021-02-01
(Araç Satın Alımı),2021,Şubat,503.36,2,2021-02-01
(Kişisel Ulaştırma Araçlarının İşletimi),2021,Şubat,485.39,2,2021-02-01
(Konaklama Hizmetleri),2021,Şubat,469.88,2,2021-02-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2021,Şubat,494.78,2,2021-02-01
(Gıda Ve Alkolsüz İçecekler),2021,Şubat,639.2,2,2021-02-01
(Kişisel Bakım),2021,Şubat,426.7,2,2021-02-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2021,Şubat,240.17,2,2021-02-01
(Sigorta),2021,Şubat,597.84,2,2021-02-01
(Eğlence Ve Kültür Hizmetleri),2021,Şubat,415.21,2,2021-02-01
(Telefon Ve Telefaks Ekipmanı),2021,Şubat,40.85,2,2021-02-01
(Gerçek Kira),2021,Şubat,585.08,2,2021-02-01
(Orta Öğretim),2021,Şubat,510.25,2,2021-02-01
(Konutun Bakım Ve Onarımı),2021,Şubat,574.65,2,2021-02-01
(Telefon Ve Telefaks Hizmetleri),2021,Şubat,191.64,2,2021-02-01
(Yataklı Tedavi Hizmetleri),2021,Şubat,572.91,2,2021-02-01
(Ev Bakım İçin Mal Ve Hizmetler),2021,Şubat,398.23,2,2021-02-01
(Ayakkabı),2021,Şubat,286.22,2,2021-02-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2021,Şubat,97.5,2,2021-02-01
(Giyim Ve Ayakkabı),2021,Şubat,250.63,2,2021-02-01
"(Gazete, Kitap Ve Kırtasiye)",2021,Şubat,587.94,2,2021-02-01
(Alkollü İçecekler Ve Tütün),2021,Şubat,879.35,2,2021-02-01
(Ev İçi Tekstil),2021,Şubat,418.69,2,2021-02-01
(Eğitim),2021,Şubat,440.77,2,2021-02-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2021,Şubat,454.58,2,2021-02-01
(Eğlence Ve Kültür),2021,Şubat,319.48,2,2021-02-01
(Ulaştırma),2021,Şubat,523.15,2,2021-02-01
(Tütün),2021,Şubat,857.78,2,2021-02-01
(Üniversite Eğitimi),2021,Şubat,353.56,2,2021-02-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2021,Şubat,535.66,2,2021-02-01
(Alkollü İçecekler),2021,Şubat,1224.5,2,2021-02-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2021,Şubat,60.49,2,2021-02-01
(Lokanta Ve Oteller),2021,Şubat,758.58,2,2021-02-01
(Paket Turlar),2021,Şubat,714.52,2,2021-02-01
(Çeşitli Mal Ve Hizmetler),2021,Şubat,735.14,2,2021-02-01
(Yemek Hizmetleri),2021,Şubat,785.62,2,2021-02-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Şubat,569.33,2,2021-02-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2021,Şubat,432.95,2,2021-02-01
(Haberleşme),2021,Şubat,162.55,2,2021-02-01
(Okul Öncesi Eğitim Ve İlköğretim),2021,Şubat,589.53,2,2021-02-01
(Sosyal Hizmetler),2021,Şubat,603.82,2,2021-02-01
(Giyim),2021,Şubat,239.48,2,2021-02-01
(Gıda),2021,Şubat,651.2,2,2021-02-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2021,Şubat,1689.42,2,2021-02-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2021,Şubat,563.91,2,2021-02-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2021,Şubat,763.8,2,2021-02-01
(Ev Aletleri),2021,Şubat,390.97,2,2021-02-01
(Posta Hizmetleri),2021,Şubat,648.11,2,2021-02-01
(Alkolsüz İçecekler),2021,Şubat,488.65,2,2021-02-01
(Sağlık),2021,Şubat,324.71,2,2021-02-01
(Eğlence Ve Kültür),2021,Mart,325.91,3,2021-03-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2021,Mart,1730.96,3,2021-03-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2021,Mart,773.15,3,2021-03-01
(Yemek Hizmetleri),2021,Mart,806.62,3,2021-03-01
(Haberleşme),2021,Mart,163.78,3,2021-03-01
(Ulaştırma Hizmetleri),2021,Mart,514.5,3,2021-03-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2021,Mart,60.49,3,2021-03-01
(Posta Hizmetleri),2021,Mart,748.37,3,2021-03-01
(Telefon Ve Telefaks Hizmetleri),2021,Mart,194.17,3,2021-03-01
(Kişisel Bakım),2021,Mart,436.71,3,2021-03-01
(Sosyal Hizmetler),2021,Mart,611.0,3,2021-03-01
Ölçüm bazında,2021,Mart,523.53,3,2021-03-01
(Telefon Ve Telefaks Ekipmanı),2021,Mart,40.45,3,2021-03-01
(Paket Turlar),2021,Mart,716.63,3,2021-03-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2021,Mart,541.84,3,2021-03-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2021,Mart,568.91,3,2021-03-01
(Sigorta),2021,Mart,589.39,3,2021-03-01
(Konaklama Hizmetleri),2021,Mart,477.75,3,2021-03-01
(Üniversite Eğitimi),2021,Mart,353.56,3,2021-03-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2021,Mart,97.86,3,2021-03-01
(Lokanta Ve Oteller),2021,Mart,778.33,3,2021-03-01
(Orta Öğretim),2021,Mart,530.67,3,2021-03-01
(Eğlence Ve Kültür Hizmetleri),2021,Mart,419.75,3,2021-03-01
(Eğitim),2021,Mart,452.99,3,2021-03-01
(Çeşitli Mal Ve Hizmetler),2021,Mart,749.69,3,2021-03-01
(Kişisel Ulaştırma Araçlarının İşletimi),2021,Mart,481.71,3,2021-03-01
(Okul Öncesi Eğitim Ve İlköğretim),2021,Mart,614.25,3,2021-03-01
"(Gazete, Kitap Ve Kırtasiye)",2021,Mart,590.95,3,2021-03-01
(Düzeyi Belirlenemeyen Eğitim Programları),2021,Mart,340.57,3,2021-03-01
(Ev İçi Tekstil),2021,Mart,422.75,3,2021-03-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Mart,572.34,3,2021-03-01
(Ev Aletleri),2021,Mart,389.49,3,2021-03-01
(Alkolsüz İçecekler),2021,Mart,489.55,3,2021-03-01
(Alkollü İçecekler),2021,Mart,1228.37,3,2021-03-01
(Konutun Bakım Ve Onarımı),2021,Mart,589.09,3,2021-03-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2021,Mart,457.03,3,2021-03-01
(Gıda Ve Alkolsüz İçecekler),2021,Mart,646.41,3,2021-03-01
(Giyim),2021,Mart,243.61,3,2021-03-01
(Tütün),2021,Mart,857.91,3,2021-03-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2021,Mart,543.0,3,2021-03-01
(Ayakkabı),2021,Mart,291.06,3,2021-03-01
(Ulaştırma),2021,Mart,523.13,3,2021-03-01
(Sağlık),2021,Mart,336.72,3,2021-03-01
(Gerçek Kira),2021,Mart,588.44,3,2021-03-01
(Yataklı Tedavi Hizmetleri),2021,Mart,579.01,3,2021-03-01
(Ev Ve Bahçe Araç Gereçleri),2021,Mart,471.9,3,2021-03-01
(Gıda),2021,Mart,658.96,3,2021-03-01
(Ev Bakım İçin Mal Ve Hizmetler),2021,Mart,400.93,3,2021-03-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2021,Mart,489.05,3,2021-03-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Mart,557.45,3,2021-03-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2021,Mart,261.13,3,2021-03-01
(Araç Satın Alımı),2021,Mart,505.77,3,2021-03-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2021,Mart,433.88,3,2021-03-01
(Giyim Ve Ayakkabı),2021,Mart,254.93,3,2021-03-01
(Alkollü İçecekler Ve Tütün),2021,Mart,879.67,3,2021-03-01
(Ayakta Tedavi Hizmetleri),2021,Mart,368.15,3,2021-03-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2021,Nisan,523.62,4,2021-04-01
(Gıda Ve Alkolsüz İçecekler),2021,Nisan,660.16,4,2021-04-01
(Kişisel Bakım),2021,Nisan,442.11,4,2021-04-01
(Gerçek Kira),2021,Nisan,591.93,4,2021-04-01
"(Gazete, Kitap Ve Kırtasiye)",2021,Nisan,598.53,4,2021-04-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Nisan,575.44,4,2021-04-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2021,Nisan,555.53,4,2021-04-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2021,Nisan,1820.12,4,2021-04-01
(Ev Bakım İçin Mal Ve Hizmetler),2021,Nisan,407.98,4,2021-04-01
(Konutun Bakım Ve Onarımı),2021,Nisan,616.64,4,2021-04-01
(Sosyal Hizmetler),2021,Nisan,613.38,4,2021-04-01
(Ulaştırma Hizmetleri),2021,Nisan,516.1,4,2021-04-01
(Gıda),2021,Nisan,673.24,4,2021-04-01
(Alkolsüz İçecekler),2021,Nisan,497.24,4,2021-04-01
(Eğlence Ve Kültür Hizmetleri),2021,Nisan,417.23,4,2021-04-01
(Ev Ve Bahçe Araç Gereçleri),2021,Nisan,505.88,4,2021-04-01
(Sigorta),2021,Nisan,581.26,4,2021-04-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2021,Nisan,583.74,4,2021-04-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2021,Nisan,456.88,4,2021-04-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2021,Nisan,60.49,4,2021-04-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2021,Nisan,500.05,4,2021-04-01
(Giyim),2021,Nisan,263.91,4,2021-04-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2021,Nisan,435.26,4,2021-04-01
(Haberleşme),2021,Nisan,163.32,4,2021-04-01
(Ev Aletleri),2021,Nisan,390.84,4,2021-04-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2021,Nisan,773.52,4,2021-04-01
Ölçüm bazında,2021,Nisan,532.32,4,2021-04-01
(Ayakkabı),2021,Nisan,304.74,4,2021-04-01
(Ev İçi Tekstil),2021,Nisan,432.28,4,2021-04-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2021,Nisan,101.13,4,2021-04-01
(Posta Hizmetleri),2021,Nisan,748.37,4,2021-04-01
(Telefon Ve Telefaks Ekipmanı),2021,Nisan,40.65,4,2021-04-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Nisan,562.76,4,2021-04-01
(Kişisel Ulaştırma Araçlarının İşletimi),2021,Nisan,481.37,4,2021-04-01
(Alkollü İçecekler Ve Tütün),2021,Nisan,886.09,4,2021-04-01
(Yemek Hizmetleri),2021,Nisan,817.48,4,2021-04-01
(Giyim Ve Ayakkabı),2021,Nisan,274.23,4,2021-04-01
(Ulaştırma),2021,Nisan,531.9,4,2021-04-01
(Üniversite Eğitimi),2021,Nisan,353.56,4,2021-04-01
(Alkollü İçecekler),2021,Nisan,1227.54,4,2021-04-01
(Eğlence Ve Kültür),2021,Nisan,330.79,4,2021-04-01
(Araç Satın Alımı),2021,Nisan,523.13,4,2021-04-01
(Lokanta Ve Oteller),2021,Nisan,788.85,4,2021-04-01
(Ayakta Tedavi Hizmetleri),2021,Nisan,370.87,4,2021-04-01
(Okul Öncesi Eğitim Ve İlköğretim),2021,Nisan,631.05,4,2021-04-01
(Telefon Ve Telefaks Hizmetleri),2021,Nisan,193.14,4,2021-04-01
(Düzeyi Belirlenemeyen Eğitim Programları),2021,Nisan,341.67,4,2021-04-01
(Sağlık),2021,Nisan,338.61,4,2021-04-01
(Paket Turlar),2021,Nisan,721.69,4,2021-04-01
(Çeşitli Mal Ve Hizmetler),2021,Nisan,763.86,4,2021-04-01
(Eğitim),2021,Nisan,462.46,4,2021-04-01
(Konaklama Hizmetleri),2021,Nisan,484.53,4,2021-04-01
(Orta Öğretim),2021,Nisan,548.63,4,2021-04-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2021,Nisan,262.23,4,2021-04-01
(Tütün),2021,Nisan,864.69,4,2021-04-01
(Yataklı Tedavi Hizmetleri),2021,Nisan,581.25,4,2021-04-01
(Eğlence Ve Kültür Hizmetleri),2021,Mayıs,417.53,5,2021-05-01
(Haberleşme),2021,Mayıs,164.23,5,2021-05-01
(Gıda),2021,Mayıs,674.45,5,2021-05-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2021,Mayıs,460.3,5,2021-05-01
(Gıda Ve Alkolsüz İçecekler),2021,Mayıs,662.08,5,2021-05-01
(Alkolsüz İçecekler),2021,Mayıs,506.8,5,2021-05-01
(Kişisel Ulaştırma Araçlarının İşletimi),2021,Mayıs,496.57,5,2021-05-01
(Üniversite Eğitimi),2021,Mayıs,353.56,5,2021-05-01
(Düzeyi Belirlenemeyen Eğitim Programları),2021,Mayıs,343.49,5,2021-05-01
"(Gazete, Kitap Ve Kırtasiye)",2021,Mayıs,583.55,5,2021-05-01
(Ulaştırma Hizmetleri),2021,Mayıs,542.13,5,2021-05-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2021,Mayıs,504.71,5,2021-05-01
(Araç Satın Alımı),2021,Mayıs,530.18,5,2021-05-01
(Ayakkabı),2021,Mayıs,302.49,5,2021-05-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2021,Mayıs,262.64,5,2021-05-01
(Paket Turlar),2021,Mayıs,731.85,5,2021-05-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Mayıs,567.03,5,2021-05-01
(Giyim),2021,Mayıs,270.28,5,2021-05-01
(Ayakta Tedavi Hizmetleri),2021,Mayıs,372.4,5,2021-05-01
(Giyim Ve Ayakkabı),2021,Mayıs,279.07,5,2021-05-01
(Sağlık),2021,Mayıs,339.62,5,2021-05-01
(Okul Öncesi Eğitim Ve İlköğretim),2021,Mayıs,637.72,5,2021-05-01
(Yataklı Tedavi Hizmetleri),2021,Mayıs,582.84,5,2021-05-01
(Tütün),2021,Mayıs,864.69,5,2021-05-01
(Eğitim),2021,Mayıs,465.25,5,2021-05-01
(Ulaştırma),2021,Mayıs,545.51,5,2021-05-01
(Alkollü İçecekler),2021,Mayıs,1225.05,5,2021-05-01
(Gerçek Kira),2021,Mayıs,596.17,5,2021-05-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2021,Mayıs,532.82,5,2021-05-01
(Alkollü İçecekler Ve Tütün),2021,Mayıs,885.96,5,2021-05-01
(Orta Öğretim),2021,Mayıs,552.6,5,2021-05-01
(Konutun Bakım Ve Onarımı),2021,Mayıs,630.41,5,2021-05-01
(Ev İçi Tekstil),2021,Mayıs,436.03,5,2021-05-01
(Ev Bakım İçin Mal Ve Hizmetler),2021,Mayıs,412.74,5,2021-05-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2021,Mayıs,773.84,5,2021-05-01
(Ev Aletleri),2021,Mayıs,388.89,5,2021-05-01
(Çeşitli Mal Ve Hizmetler),2021,Mayıs,776.23,5,2021-05-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2021,Mayıs,436.71,5,2021-05-01
(Telefon Ve Telefaks Ekipmanı),2021,Mayıs,40.32,5,2021-05-01
(Konaklama Hizmetleri),2021,Mayıs,482.95,5,2021-05-01
(Yemek Hizmetleri),2021,Mayıs,826.01,5,2021-05-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2021,Mayıs,60.49,5,2021-05-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Mayıs,578.68,5,2021-05-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2021,Mayıs,1917.1,5,2021-05-01
(Eğlence Ve Kültür),2021,Mayıs,326.42,5,2021-05-01
(Sigorta),2021,Mayıs,585.38,5,2021-05-01
(Ev Ve Bahçe Araç Gereçleri),2021,Mayıs,503.98,5,2021-05-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2021,Mayıs,529.86,5,2021-05-01
Ölçüm bazında,2021,Mayıs,537.05,5,2021-05-01
(Lokanta Ve Oteller),2021,Mayıs,796.33,5,2021-05-01
(Sosyal Hizmetler),2021,Mayıs,614.55,5,2021-05-01
(Kişisel Bakım),2021,Mayıs,443.79,5,2021-05-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2021,Mayıs,100.37,5,2021-05-01
(Telefon Ve Telefaks Hizmetleri),2021,Mayıs,195.07,5,2021-05-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2021,Mayıs,584.91,5,2021-05-01
(Posta Hizmetleri),2021,Mayıs,748.37,5,2021-05-01
Ölçüm bazında,2021,Haziran,547.48,6,2021-06-01
(Ayakkabı),2021,Haziran,304.82,6,2021-06-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2021,Haziran,774.79,6,2021-06-01
"(Gazete, Kitap Ve Kırtasiye)",2021,Haziran,610.12,6,2021-06-01
(Kişisel Ulaştırma Araçlarının İşletimi),2021,Haziran,520.3,6,2021-06-01
(Posta Hizmetleri),2021,Haziran,748.37,6,2021-06-01
(Çeşitli Mal Ve Hizmetler),2021,Haziran,797.18,6,2021-06-01
(Eğlence Ve Kültür Hizmetleri),2021,Haziran,440.55,6,2021-06-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Haziran,573.7,6,2021-06-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2021,Haziran,553.35,6,2021-06-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2021,Haziran,263.55,6,2021-06-01
(Gerçek Kira),2021,Haziran,600.78,6,2021-06-01
(Konutun Bakım Ve Onarımı),2021,Haziran,669.06,6,2021-06-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2021,Haziran,606.75,6,2021-06-01
(Ev Aletleri),2021,Haziran,412.96,6,2021-06-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2021,Haziran,517.15,6,2021-06-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2021,Haziran,103.72,6,2021-06-01
(Araç Satın Alımı),2021,Haziran,537.71,6,2021-06-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2021,Haziran,438.31,6,2021-06-01
(Sağlık),2021,Haziran,342.32,6,2021-06-01
(Telefon Ve Telefaks Hizmetleri),2021,Haziran,195.67,6,2021-06-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2021,Haziran,581.37,6,2021-06-01
(Telefon Ve Telefaks Ekipmanı),2021,Haziran,40.51,6,2021-06-01
(Paket Turlar),2021,Haziran,766.3,6,2021-06-01
(Eğitim),2021,Haziran,475.51,6,2021-06-01
(Ulaştırma),2021,Haziran,560.71,6,2021-06-01
(Ev İçi Tekstil),2021,Haziran,448.37,6,2021-06-01
(Yemek Hizmetleri),2021,Haziran,856.69,6,2021-06-01
(Ayakta Tedavi Hizmetleri),2021,Haziran,375.36,6,2021-06-01
(Gıda),2021,Haziran,679.72,6,2021-06-01
(Gıda Ve Alkolsüz İçecekler),2021,Haziran,667.88,6,2021-06-01
(Alkolsüz İçecekler),2021,Haziran,518.18,6,2021-06-01
(Lokanta Ve Oteller),2021,Haziran,826.76,6,2021-06-01
(Kişisel Bakım),2021,Haziran,460.0,6,2021-06-01
(Ev Bakım İçin Mal Ve Hizmetler),2021,Haziran,423.46,6,2021-06-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2021,Haziran,563.0,6,2021-06-01
(Alkollü İçecekler Ve Tütün),2021,Haziran,885.88,6,2021-06-01
(Yataklı Tedavi Hizmetleri),2021,Haziran,592.18,6,2021-06-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2021,Haziran,1964.17,6,2021-06-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2021,Haziran,481.01,6,2021-06-01
(Eğlence Ve Kültür),2021,Haziran,340.98,6,2021-06-01
(Düzeyi Belirlenemeyen Eğitim Programları),2021,Haziran,347.66,6,2021-06-01
(Tütün),2021,Haziran,864.69,6,2021-06-01
(Giyim),2021,Haziran,277.86,6,2021-06-01
(Konaklama Hizmetleri),2021,Haziran,508.47,6,2021-06-01
(Giyim Ve Ayakkabı),2021,Haziran,285.77,6,2021-06-01
(Haberleşme),2021,Haziran,164.81,6,2021-06-01
(Okul Öncesi Eğitim Ve İlköğretim),2021,Haziran,661.6,6,2021-06-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2021,Haziran,60.48,6,2021-06-01
(Üniversite Eğitimi),2021,Haziran,353.56,6,2021-06-01
(Ulaştırma Hizmetleri),2021,Haziran,555.43,6,2021-06-01
(Orta Öğretim),2021,Haziran,568.33,6,2021-06-01
(Ev Ve Bahçe Araç Gereçleri),2021,Haziran,504.39,6,2021-06-01
(Sosyal Hizmetler),2021,Haziran,620.81,6,2021-06-01
(Alkollü İçecekler),2021,Haziran,1223.5,6,2021-06-01
(Sigorta),2021,Haziran,596.46,6,2021-06-01
(Ev Ve Bahçe Araç Gereçleri),2021,Temmuz,527.98,7,2021-07-01
(Ulaştırma Hizmetleri),2021,Temmuz,556.12,7,2021-07-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2021,Temmuz,529.93,7,2021-07-01
(Ev Aletleri),2021,Temmuz,420.77,7,2021-07-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2021,Temmuz,441.97,7,2021-07-01
