Alt Kategori,Yıl,Ay,Endeks,Ay_Num,Tarih
(Konutun Bakım Ve Onarımı),2020,Haziran,476.69,6,2020-06-01
(Gerçek Kira),2020,Haziran,546.49,6,2020-06-01
"(Gazete, Kitap Ve Kırtasiye)",2020,Haziran,555.56,6,2020-06-01
(Ulaştırma),2020,Temmuz,454.8,7,2020-07-01
(Eğlence Ve Kültür Hizmetleri),2020,Temmuz,389.27,7,2020-07-01
(Üniversite Eğitimi),2020,Temmuz,333.4,7,2020-07-01
(Telefon Ve Telefaks Hizmetleri),2020,Temmuz,184.52,7,2020-07-01
(Eğlence Ve Kültür),2020,Temmuz,307.94,7,2020-07-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2020,Temmuz,88.19,7,2020-07-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2020,Temmuz,509.62,7,2020-07-01
(Yataklı Tedavi Hizmetleri),2020,Temmuz,490.27,7,2020-07-01
(Araç Satın Alımı),2020,Temmuz,404.73,7,2020-07-01
"(Gazete, Kitap Ve Kırtasiye)",2020,Temmuz,558.09,7,2020-07-01
(Okul Öncesi Eğitim Ve İlköğretim),2020,Temmuz,602.61,7,2020-07-01
(Posta Hizmetleri),2020,Temmuz,648.11,7,2020-07-01
(Kişisel Ulaştırma Araçlarının İşletimi),2020,Temmuz,430.67,7,2020-07-01
(Paket Turlar),2020,Temmuz,761.83,7,2020-07-01
(Haberleşme),2020,Temmuz,158.03,7,2020-07-01
(Orta Öğretim),2020,Temmuz,523.49,7,2020-07-01
(Ayakta Tedavi Hizmetleri),2020,Temmuz,324.06,7,2020-07-01
(Eğitim),2020,Temmuz,436.37,7,2020-07-01
(Ulaştırma Hizmetleri),2020,Temmuz,499.08,7,2020-07-01
(Telefon Ve Telefaks Ekipmanı),2020,Temmuz,40.96,7,2020-07-01
(Sosyal Hizmetler),2020,Temmuz,532.71,7,2020-07-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2020,Temmuz,523.55,7,2020-07-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Temmuz,505.21,7,2020-07-01
(Gıda),2020,Temmuz,556.86,7,2020-07-01
(Sigorta),2020,Temmuz,569.73,7,2020-07-01
(Düzeyi Belirlenemeyen Eğitim Programları),2020,Temmuz,313.91,7,2020-07-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2020,Temmuz,689.03,7,2020-07-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2020,Temmuz,437.78,7,2020-07-01
(Ev Aletleri),2020,Temmuz,329.79,7,2020-07-01
(Konutun Bakım Ve Onarımı),2020,Temmuz,481.76,7,2020-07-01
(Ayakkabı),2020,Temmuz,295.13,7,2020-07-01
(Sağlık),2020,Temmuz,289.81,7,2020-07-01
(Ev Ve Bahçe Araç Gereçleri),2020,Temmuz,439.08,7,2020-07-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2020,Temmuz,52.91,7,2020-07-01
(Alkolsüz İçecekler),2020,Temmuz,451.85,7,2020-07-01
(Alkollü İçecekler),2020,Temmuz,1062.57,7,2020-07-01
(Yemek Hizmetleri),2020,Temmuz,724.76,7,2020-07-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2020,Temmuz,382.14,7,2020-07-01
(Alkollü İçecekler Ve Tütün),2020,Temmuz,870.4,7,2020-07-01
(Ev Bakım İçin Mal Ve Hizmetler),2020,Temmuz,363.04,7,2020-07-01
(Ev İçi Tekstil),2020,Temmuz,377.73,7,2020-07-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2020,Temmuz,1589.18,7,2020-07-01
(Tütün),2020,Temmuz,856.98,7,2020-07-01
(Çeşitli Mal Ve Hizmetler),2020,Temmuz,680.51,7,2020-07-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2020,Temmuz,220.07,7,2020-07-01
(Giyim),2020,Temmuz,245.69,7,2020-07-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2020,Temmuz,440.94,7,2020-07-01
(Gıda Ve Alkolsüz İçecekler),2020,Temmuz,549.48,7,2020-07-01
(Konaklama Hizmetleri),2020,Temmuz,457.98,7,2020-07-01
(Giyim Ve Ayakkabı),2020,Temmuz,257.67,7,2020-07-01
(Kişisel Bakım),2020,Temmuz,402.79,7,2020-07-01
(Gerçek Kira),2020,Temmuz,551.94,7,2020-07-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2020,Temmuz,391.78,7,2020-07-01
Ölçüm bazında,2020,Temmuz,468.56,7,2020-07-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Temmuz,524.87,7,2020-07-01
(Lokanta Ve Oteller),2020,Temmuz,704.05,7,2020-07-01
(Çeşitli Mal Ve Hizmetler),2020,Ağustos,715.18,8,2020-08-01
(Konutun Bakım Ve Onarımı),2020,Ağustos,490.32,8,2020-08-01
(Konaklama Hizmetleri),2020,Ağustos,467.96,8,2020-08-01
(Üniversite Eğitimi),2020,Ağustos,333.4,8,2020-08-01
Ölçüm bazında,2020,Ağustos,472.61,8,2020-08-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2020,Ağustos,220.76,8,2020-08-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Ağustos,510.03,8,2020-08-01
(Okul Öncesi Eğitim Ve İlköğretim),2020,Ağustos,607.31,8,2020-08-01
(Alkollü İçecekler Ve Tütün),2020,Ağustos,872.12,8,2020-08-01
(Alkolsüz İçecekler),2020,Ağustos,454.64,8,2020-08-01
(Kişisel Bakım),2020,Ağustos,405.94,8,2020-08-01
(Orta Öğretim),2020,Ağustos,526.68,8,2020-08-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2020,Ağustos,52.91,8,2020-08-01
(Sağlık),2020,Ağustos,292.52,8,2020-08-01
(Gerçek Kira),2020,Ağustos,556.85,8,2020-08-01
(Ev Bakım İçin Mal Ve Hizmetler),2020,Ağustos,366.27,8,2020-08-01
(Eğlence Ve Kültür),2020,Ağustos,311.23,8,2020-08-01
(Ayakta Tedavi Hizmetleri),2020,Ağustos,327.04,8,2020-08-01
(Gıda),2020,Ağustos,556.13,8,2020-08-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2020,Ağustos,526.87,8,2020-08-01
(Posta Hizmetleri),2020,Ağustos,648.11,8,2020-08-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2020,Ağustos,689.22,8,2020-08-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2020,Ağustos,88.8,8,2020-08-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2020,Ağustos,392.4,8,2020-08-01
(Telefon Ve Telefaks Hizmetleri),2020,Ağustos,185.33,8,2020-08-01
(Telefon Ve Telefaks Ekipmanı),2020,Ağustos,41.3,8,2020-08-01
(Lokanta Ve Oteller),2020,Ağustos,715.0,8,2020-08-01
(Yataklı Tedavi Hizmetleri),2020,Ağustos,500.29,8,2020-08-01
(Alkollü İçecekler),2020,Ağustos,1090.03,8,2020-08-01
(Düzeyi Belirlenemeyen Eğitim Programları),2020,Ağustos,315.4,8,2020-08-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2020,Ağustos,1777.28,8,2020-08-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Ağustos,526.18,8,2020-08-01
(Eğitim),2020,Ağustos,438.38,8,2020-08-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2020,Ağustos,444.38,8,2020-08-01
(Giyim),2020,Ağustos,239.94,8,2020-08-01
(Araç Satın Alımı),2020,Ağustos,410.3,8,2020-08-01
(Yemek Hizmetleri),2020,Ağustos,735.34,8,2020-08-01
(Ulaştırma Hizmetleri),2020,Ağustos,501.09,8,2020-08-01
(Ev Aletleri),2020,Ağustos,334.24,8,2020-08-01
(Tütün),2020,Ağustos,857.4,8,2020-08-01
(Sosyal Hizmetler),2020,Ağustos,543.4,8,2020-08-01
(Kişisel Ulaştırma Araçlarının İşletimi),2020,Ağustos,441.41,8,2020-08-01
(Paket Turlar),2020,Ağustos,782.44,8,2020-08-01
(Ev İçi Tekstil),2020,Ağustos,380.36,8,2020-08-01
(Giyim Ve Ayakkabı),2020,Ağustos,252.23,8,2020-08-01
"(Gazete, Kitap Ve Kırtasiye)",2020,Ağustos,564.66,8,2020-08-01
(Haberleşme),2020,Ağustos,158.87,8,2020-08-01
(Gıda Ve Alkolsüz İçecekler),2020,Ağustos,549.04,8,2020-08-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2020,Ağustos,445.5,8,2020-08-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2020,Ağustos,396.51,8,2020-08-01
(Ulaştırma),2020,Ağustos,461.9,8,2020-08-01
(Eğlence Ve Kültür Hizmetleri),2020,Ağustos,394.44,8,2020-08-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2020,Ağustos,506.05,8,2020-08-01
(Ev Ve Bahçe Araç Gereçleri),2020,Ağustos,442.44,8,2020-08-01
(Sigorta),2020,Ağustos,570.36,8,2020-08-01
(Ayakkabı),2020,Ağustos,290.93,8,2020-08-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2020,Eylül,396.72,9,2020-09-01
(Ulaştırma),2020,Eylül,470.38,9,2020-09-01
(Araç Satın Alımı),2020,Eylül,426.84,9,2020-09-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Eylül,514.76,9,2020-09-01
(Gıda),2020,Eylül,559.43,9,2020-09-01
(Ulaştırma Hizmetleri),2020,Eylül,498.14,9,2020-09-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Eylül,528.24,9,2020-09-01
(Ev Bakım İçin Mal Ve Hizmetler),2020,Eylül,368.96,9,2020-09-01
(Eğitim),2020,Eylül,438.08,9,2020-09-01
(Ev Ve Bahçe Araç Gereçleri),2020,Eylül,450.18,9,2020-09-01
(Paket Turlar),2020,Eylül,755.22,9,2020-09-01
(Eğlence Ve Kültür Hizmetleri),2020,Eylül,402.77,9,2020-09-01
(Düzeyi Belirlenemeyen Eğitim Programları),2020,Eylül,322.29,9,2020-09-01
(Alkolsüz İçecekler),2020,Eylül,461.51,9,2020-09-01
(Orta Öğretim),2020,Eylül,507.93,9,2020-09-01
(Üniversite Eğitimi),2020,Eylül,354.87,9,2020-09-01
(Alkollü İçecekler Ve Tütün),2020,Eylül,872.47,9,2020-09-01
(Okul Öncesi Eğitim Ve İlköğretim),2020,Eylül,586.6,9,2020-09-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2020,Eylül,508.26,9,2020-09-01
(Gıda Ve Alkolsüz İçecekler),2020,Eylül,552.66,9,2020-09-01
(Ayakkabı),2020,Eylül,287.89,9,2020-09-01
"(Gazete, Kitap Ve Kırtasiye)",2020,Eylül,572.06,9,2020-09-01
(Kişisel Ulaştırma Araçlarının İşletimi),2020,Eylül,445.56,9,2020-09-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2020,Eylül,532.66,9,2020-09-01
(Ev Aletleri),2020,Eylül,353.49,9,2020-09-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2020,Eylül,452.75,9,2020-09-01
(Kişisel Bakım),2020,Eylül,408.83,9,2020-09-01
(Gerçek Kira),2020,Eylül,560.79,9,2020-09-01
(Telefon Ve Telefaks Ekipmanı),2020,Eylül,41.01,9,2020-09-01
(Çeşitli Mal Ve Hizmetler),2020,Eylül,719.71,9,2020-09-01
(Giyim),2020,Eylül,240.7,9,2020-09-01
(Yemek Hizmetleri),2020,Eylül,741.44,9,2020-09-01
(Tütün),2020,Eylül,857.65,9,2020-09-01
(Sosyal Hizmetler),2020,Eylül,570.0,9,2020-09-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2020,Eylül,52.91,9,2020-09-01
(Sağlık),2020,Eylül,295.06,9,2020-09-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2020,Eylül,689.42,9,2020-09-01
(Haberleşme),2020,Eylül,159.31,9,2020-09-01
(Eğlence Ve Kültür),2020,Eylül,313.97,9,2020-09-01
(Konaklama Hizmetleri),2020,Eylül,468.51,9,2020-09-01
(Sigorta),2020,Eylül,583.18,9,2020-09-01
(Giyim Ve Ayakkabı),2020,Eylül,252.16,9,2020-09-01
(Konutun Bakım Ve Onarımı),2020,Eylül,506.63,9,2020-09-01
(Telefon Ve Telefaks Hizmetleri),2020,Eylül,186.4,9,2020-09-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2020,Eylül,221.61,9,2020-09-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2020,Eylül,1781.83,9,2020-09-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2020,Eylül,90.93,9,2020-09-01
(Alkollü İçecekler),2020,Eylül,1092.51,9,2020-09-01
Ölçüm bazında,2020,Eylül,477.21,9,2020-09-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2020,Eylül,458.22,9,2020-09-01
(Yataklı Tedavi Hizmetleri),2020,Eylül,505.04,9,2020-09-01
(Ev İçi Tekstil),2020,Eylül,384.85,9,2020-09-01
(Lokanta Ve Oteller),2020,Eylül,720.26,9,2020-09-01
(Posta Hizmetleri),2020,Eylül,748.37,9,2020-09-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2020,Eylül,408.5,9,2020-09-01
(Ayakta Tedavi Hizmetleri),2020,Eylül,330.86,9,2020-09-01
(Üniversite Eğitimi),2020,Ekim,354.31,10,2020-10-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2020,Ekim,52.91,10,2020-10-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2020,Ekim,418.52,10,2020-10-01
(Ulaştırma Hizmetleri),2020,Ekim,498.43,10,2020-10-01
(Giyim),2020,Ekim,259.44,10,2020-10-01
(Alkollü İçecekler Ve Tütün),2020,Ekim,872.4,10,2020-10-01
(Sağlık),2020,Ekim,297.67,10,2020-10-01
(Düzeyi Belirlenemeyen Eğitim Programları),2020,Ekim,331.38,10,2020-10-01
(Telefon Ve Telefaks Hizmetleri),2020,Ekim,187.03,10,2020-10-01
(Sigorta),2020,Ekim,589.71,10,2020-10-01
(Okul Öncesi Eğitim Ve İlköğretim),2020,Ekim,584.99,10,2020-10-01
(Tütün),2020,Ekim,857.65,10,2020-10-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2020,Ekim,499.92,10,2020-10-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2020,Ekim,478.05,10,2020-10-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2020,Ekim,222.61,10,2020-10-01
(Alkollü İçecekler),2020,Ekim,1091.01,10,2020-10-01
(Yemek Hizmetleri),2020,Ekim,747.19,10,2020-10-01
(Kişisel Bakım),2020,Ekim,412.07,10,2020-10-01
(Ev İçi Tekstil),2020,Ekim,391.6,10,2020-10-01
(Sosyal Hizmetler),2020,Ekim,591.82,10,2020-10-01
(Ayakta Tedavi Hizmetleri),2020,Ekim,334.1,10,2020-10-01
(Orta Öğretim),2020,Ekim,505.79,10,2020-10-01
(Giyim Ve Ayakkabı),2020,Ekim,269.32,10,2020-10-01
(Posta Hizmetleri),2020,Ekim,748.37,10,2020-10-01
Ölçüm bazında,2020,Ekim,487.38,10,2020-10-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2020,Ekim,535.7,10,2020-10-01
(Eğlence Ve Kültür Hizmetleri),2020,Ekim,404.71,10,2020-10-01
(Ev Aletleri),2020,Ekim,359.42,10,2020-10-01
(Paket Turlar),2020,Ekim,726.6,10,2020-10-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Ekim,525.13,10,2020-10-01
(Eğlence Ve Kültür),2020,Ekim,313.69,10,2020-10-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2020,Ekim,397.63,10,2020-10-01
(Ev Bakım İçin Mal Ve Hizmetler),2020,Ekim,373.88,10,2020-10-01
(Eğitim),2020,Ekim,438.1,10,2020-10-01
(Ulaştırma),2020,Ekim,479.98,10,2020-10-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2020,Ekim,460.28,10,2020-10-01
(Gıda),2020,Ekim,576.87,10,2020-10-01
(Telefon Ve Telefaks Ekipmanı),2020,Ekim,40.94,10,2020-10-01
(Araç Satın Alımı),2020,Ekim,439.53,10,2020-10-01
(Konaklama Hizmetleri),2020,Ekim,469.87,10,2020-10-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2020,Ekim,1846.83,10,2020-10-01
(Ayakkabı),2020,Ekim,298.99,10,2020-10-01
(Çeşitli Mal Ve Hizmetler),2020,Ekim,734.26,10,2020-10-01
(Lokanta Ve Oteller),2020,Ekim,725.37,10,2020-10-01
(Gıda Ve Alkolsüz İçecekler),2020,Ekim,569.4,10,2020-10-01
(Yataklı Tedavi Hizmetleri),2020,Ekim,511.98,10,2020-10-01
(Ev Ve Bahçe Araç Gereçleri),2020,Ekim,458.71,10,2020-10-01
(Alkolsüz İçecekler),2020,Ekim,470.17,10,2020-10-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2020,Ekim,93.21,10,2020-10-01
(Kişisel Ulaştırma Araçlarının İşletimi),2020,Ekim,455.34,10,2020-10-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Ekim,545.31,10,2020-10-01
(Gerçek Kira),2020,Ekim,565.45,10,2020-10-01
(Haberleşme),2020,Ekim,159.67,10,2020-10-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2020,Ekim,689.5,10,2020-10-01
(Konutun Bakım Ve Onarımı),2020,Ekim,523.54,10,2020-10-01
"(Gazete, Kitap Ve Kırtasiye)",2020,Ekim,573.61,10,2020-10-01
(Üniversite Eğitimi),2020,Kasım,353.56,11,2020-11-01
(Telefon Ve Telefaks Hizmetleri),2020,Kasım,187.26,11,2020-11-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2020,Kasım,224.57,11,2020-11-01
(Alkolsüz İçecekler),2020,Kasım,474.72,11,2020-11-01
(Ev İçi Tekstil),2020,Kasım,403.02,11,2020-11-01
(Gıda Ve Alkolsüz İçecekler),2020,Kasım,593.07,11,2020-11-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2020,Kasım,398.9,11,2020-11-01
(Yataklı Tedavi Hizmetleri),2020,Kasım,517.83,11,2020-11-01
(Ulaştırma Hizmetleri),2020,Kasım,498.11,11,2020-11-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2020,Kasım,544.98,11,2020-11-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Kasım,548.76,11,2020-11-01
(Düzeyi Belirlenemeyen Eğitim Programları),2020,Kasım,334.46,11,2020-11-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2020,Kasım,468.01,11,2020-11-01
(Eğitim),2020,Kasım,437.27,11,2020-11-01
(Konutun Bakım Ve Onarımı),2020,Kasım,545.85,11,2020-11-01
(Haberleşme),2020,Kasım,159.86,11,2020-11-01
(Ayakta Tedavi Hizmetleri),2020,Kasım,336.08,11,2020-11-01
(Eğlence Ve Kültür Hizmetleri),2020,Kasım,407.17,11,2020-11-01
(Gıda),2020,Kasım,602.24,11,2020-11-01
(Sosyal Hizmetler),2020,Kasım,595.34,11,2020-11-01
(Çeşitli Mal Ve Hizmetler),2020,Kasım,742.61,11,2020-11-01
Ölçüm bazında,2020,Kasım,498.58,11,2020-11-01
(Alkollü İçecekler Ve Tütün),2020,Kasım,872.43,11,2020-11-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2020,Kasım,689.91,11,2020-11-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2020,Kasım,425.61,11,2020-11-01
(Ev Ve Bahçe Araç Gereçleri),2020,Kasım,469.23,11,2020-11-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2020,Kasım,96.87,11,2020-11-01
(Okul Öncesi Eğitim Ve İlköğretim),2020,Kasım,583.1,11,2020-11-01
(Kişisel Ulaştırma Araçlarının İşletimi),2020,Kasım,462.47,11,2020-11-01
(Gerçek Kira),2020,Kasım,569.47,11,2020-11-01
"(Gazete, Kitap Ve Kırtasiye)",2020,Kasım,577.9,11,2020-11-01
(Paket Turlar),2020,Kasım,716.89,11,2020-11-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2020,Kasım,1858.25,11,2020-11-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Kasım,530.64,11,2020-11-01
(Ev Aletleri),2020,Kasım,362.47,11,2020-11-01
(Ev Bakım İçin Mal Ve Hizmetler),2020,Kasım,381.12,11,2020-11-01
(Eğlence Ve Kültür),2020,Kasım,318.5,11,2020-11-01
(Kişisel Bakım),2020,Kasım,420.7,11,2020-11-01
(Telefon Ve Telefaks Ekipmanı),2020,Kasım,40.99,11,2020-11-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2020,Kasım,52.91,11,2020-11-01
(Tütün),2020,Kasım,857.65,11,2020-11-01
(Sağlık),2020,Kasım,300.04,11,2020-11-01
(Ulaştırma),2020,Kasım,501.61,11,2020-11-01
(Orta Öğretim),2020,Kasım,503.84,11,2020-11-01
(Alkollü İçecekler),2020,Kasım,1091.62,11,2020-11-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2020,Kasım,487.37,11,2020-11-01
(Araç Satın Alımı),2020,Kasım,481.33,11,2020-11-01
(Lokanta Ve Oteller),2020,Kasım,733.6,11,2020-11-01
(Konaklama Hizmetleri),2020,Kasım,468.14,11,2020-11-01
(Sigorta),2020,Kasım,594.11,11,2020-11-01
(Giyim),2020,Kasım,262.83,11,2020-11-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2020,Kasım,518.43,11,2020-11-01
(Yemek Hizmetleri),2020,Kasım,757.37,11,2020-11-01
(Posta Hizmetleri),2020,Kasım,748.37,11,2020-11-01
(Giyim Ve Ayakkabı),2020,Kasım,273.24,11,2020-11-01
(Ayakkabı),2020,Kasım,304.78,11,2020-11-01
(Giyim),2020,Aralık,253.91,12,2020-12-01
(Eğlence Ve Kültür),2020,Aralık,318.72,12,2020-12-01
(Lokanta Ve Oteller),2020,Aralık,737.25,12,2020-12-01
(Yataklı Tedavi Hizmetleri),2020,Aralık,523.49,12,2020-12-01
(Alkollü İçecekler Ve Tütün),2020,Aralık,872.31,12,2020-12-01
(Telefon Ve Telefaks Ekipmanı),2020,Aralık,40.91,12,2020-12-01
(Kişisel Ulaştırma Araçlarının İşletimi),2020,Aralık,474.05,12,2020-12-01
(Gerçek Kira),2020,Aralık,573.13,12,2020-12-01
(Eğitim),2020,Aralık,437.14,12,2020-12-01
(Düzeyi Belirlenemeyen Eğitim Programları),2020,Aralık,333.44,12,2020-12-01
(Gıda Ve Alkolsüz İçecekler),2020,Aralık,608.06,12,2020-12-01
(Sigorta),2020,Aralık,599.32,12,2020-12-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2020,Aralık,1800.26,12,2020-12-01
(Ev Bakım İçin Mal Ve Hizmetler),2020,Aralık,390.75,12,2020-12-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2020,Aralık,440.35,12,2020-12-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2020,Aralık,510.99,12,2020-12-01
(Konaklama Hizmetleri),2020,Aralık,464.81,12,2020-12-01
(Yemek Hizmetleri),2020,Aralık,762.51,12,2020-12-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2020,Aralık,502.88,12,2020-12-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2020,Aralık,226.78,12,2020-12-01
(Sağlık),2020,Aralık,302.38,12,2020-12-01
(Konutun Bakım Ve Onarımı),2020,Aralık,556.66,12,2020-12-01
(Haberleşme),2020,Aralık,161.14,12,2020-12-01
(Alkollü İçecekler),2020,Aralık,1089.14,12,2020-12-01
(Alkolsüz İçecekler),2020,Aralık,477.87,12,2020-12-01
(Ayakkabı),2020,Aralık,297.0,12,2020-12-01
(Ev Aletleri),2020,Aralık,384.09,12,2020-12-01
(Ayakta Tedavi Hizmetleri),2020,Aralık,337.81,12,2020-12-01
(Orta Öğretim),2020,Aralık,503.84,12,2020-12-01
(Çeşitli Mal Ve Hizmetler),2020,Aralık,738.27,12,2020-12-01
(Tütün),2020,Aralık,857.65,12,2020-12-01
(Paket Turlar),2020,Aralık,713.87,12,2020-12-01
(Üniversite Eğitimi),2020,Aralık,353.56,12,2020-12-01
(Kişisel Bakım),2020,Aralık,422.96,12,2020-12-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2020,Aralık,555.38,12,2020-12-01
(Ulaştırma),2020,Aralık,514.86,12,2020-12-01
(Ev İçi Tekstil),2020,Aralık,409.07,12,2020-12-01
(Eğlence Ve Kültür Hizmetleri),2020,Aralık,407.63,12,2020-12-01
(Araç Satın Alımı),2020,Aralık,499.86,12,2020-12-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2020,Aralık,52.91,12,2020-12-01
(Ulaştırma Hizmetleri),2020,Aralık,499.89,12,2020-12-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Aralık,550.33,12,2020-12-01
(Ev Ve Bahçe Araç Gereçleri),2020,Aralık,474.01,12,2020-12-01
Ölçüm bazında,2020,Aralık,504.81,12,2020-12-01
(Posta Hizmetleri),2020,Aralık,700.04,12,2020-12-01
(Gıda),2020,Aralık,618.29,12,2020-12-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2020,Aralık,97.73,12,2020-12-01
"(Gazete, Kitap Ve Kırtasiye)",2020,Aralık,580.94,12,2020-12-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2020,Aralık,472.34,12,2020-12-01
(Okul Öncesi Eğitim Ve İlköğretim),2020,Aralık,583.1,12,2020-12-01
(Sosyal Hizmetler),2020,Aralık,595.48,12,2020-12-01
(Giyim Ve Ayakkabı),2020,Aralık,264.54,12,2020-12-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2020,Aralık,721.36,12,2020-12-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2020,Aralık,534.18,12,2020-12-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2020,Aralık,401.69,12,2020-12-01
(Telefon Ve Telefaks Hizmetleri),2020,Aralık,189.34,12,2020-12-01
